size_kid,id_1child,sim_draw,old_age,year,old_age97,dad_age,mom_age,dad_edu,mom_edu,old_male,t_old_tot_mom_around,t_old_tot_dad_around,t_old_tot_mom_act,t_old_tot_dad_act,mom_hours,dad_hours,mom_wage,dad_wage,old_score,noninc,mom_housework,dad_housework,mom_leisure,dad_leisure,expend,consume,kt,kt_p1,kt_p1_meas,expend_ratio,utility,all_wage1,all_wage2,yng_age,t_old_alone_mom_act,t_old_alone_mom_around,t_yng_alone_mom_act,t_yng_alone_mom_around,t_old_sa_mom_act,t_old_sp_mom_act,t_old_sa_mom_around,t_old_sp_mom_around,t_old_alone_dad_act,t_old_alone_dad_around,t_yng_alone_dad_act,t_yng_alone_dad_around,t_old_sa_dad_act,t_old_sp_dad_act,t_old_sa_dad_around,t_old_sp_dad_around,kt_yng,kt_p1_yng,yng_score,kt_p1_yng_meas
1,1,2,9,2003,3,44,41,15,10,1,9.40545906001275,29.6711398477063,12.0431287824147,37.4469345103317,77.6926298665146,0,8.32279394740538e+61,NA,57,1.20785523879504,NA,NA,12.858782291058,44.8819256419621,5.07313610858633e+62,5.95888388525171e+63,NA,NA,NA,0.0784562505496934,NA,8.32279394740538e+61,1.44161337002566e+44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,2,10,2004,3,45,42,15,10,1,9.55688107853982,31.0871654173123,11.21086533032,36.0549818315762,78.3495902560285,0,1.24212036072746e+65,NA,57,1.1881312159934,NA,NA,12.8826633351117,44.8578527511115,8.22217123280178e+65,8.90974500788652e+66,NA,NA,NA,0.0844862641467768,NA,1.24212036072746e+65,2.05633108254137e+46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,2,11,2005,3,46,43,15,10,1,9.72458211513041,32.5767801106447,10.4509921701384,34.7211762728879,78.9397998567541,0,2.90202877911052e+68,NA,57,1.14598274692111,NA,NA,12.8846258579771,44.7020436164674,2.08909696162049e+69,2.0819460138532e+70,NA,NA,NA,0.0911928652899132,NA,2.90202877911052e+68,4.1414802024604e+48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,2,12,2006,3,47,44,15,10,1,10.0060389039108,34.3176030361959,9.85172730887098,33.6128498737639,79.3184852094986,0,1.97304922928109e+71,NA,57,1.16119660036057,NA,NA,12.8237485777196,44.0695470900403,1.56194351116644e+72,1.4087984099868e+73,NA,NA,NA,0.0998051588471973,NA,1.97304922928109e+71,2.29447796925107e+50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,2,13,2007,3,48,45,15,10,1,10.9111428692253,37.2137652834485,9.84201580820985,33.4960903930198,78.7588174632568,0,2.30495270141275e+74,NA,57,1.23943158478617,NA,NA,12.4880238593081,41.2901443235318,2.1265556643741e+75,1.60269792428266e+76,NA,NA,NA,0.117142786528622,NA,2.30495270141275e+74,2.05153004813964e+52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,2,14,2008,3,49,46,15,10,1,14.5845344622513,44.1998855766406,12.0523020582597,36.5606381139582,74.3729688038325,0,1.24492008987097e+78,NA,57,1.1377188277245,NA,NA,10.9901946756565,31.2394763094012,1.64080821405196e+79,7.61803208667186e+79,NA,NA,NA,0.177215305671023,NA,1.24492008987097e+78,8.10352249352588e+54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,2,15,2009,3,50,47,15,10,1,24.7073301235665,55.714817710771,18.705394641201,42.3511738557639,61.77784285242,0,1.24808267442905e+81,NA,57,1.18315156103853,NA,NA,6.80943238281249,13.9340084334651,2.97832596523089e+82,4.73205956753967e+82,NA,NA,NA,0.386274584140113,NA,1.24808267442905e+81,5.27244141756556e+56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,2,16,2010,3,51,48,15,10,1,35.4339082161492,63.756151131241,24.5767093702628,44.536793497669,49.6426946975422,0,2.87183600689907e+84,NA,57,1.26772901920268,NA,NA,2.34668771604588,3.70705537109001,1.05041527271467e+86,3.75241508404324e+85,NA,NA,NA,0.736793937100487,NA,2.87183600689907e+84,8.19040243045002e+58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,3,3,1997,3,38,35,15,10,1,8.42924305935538,22.025702018545,18.2543421304313,46.1529114220845,72.8847187554211,0,1.12213760113399e+45,NA,9,1.15214775720102,NA,NA,12.4316960547922,43.8213865593704,4.11326211410327e+45,7.76734213494307e+46,NA,NA,NA,0.0502925652430598,NA,1.12213760113399e+45,7.93300416444422e+32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,3,4,1998,3,39,36,15,10,1,8.60238759797843,23.200322766926,17.0671197760003,44.675095153272,73.7950244224359,0,8.13889547564061e+47,NA,51,1.2028515397059,NA,NA,12.5354682035853,44.1245820798019,3.25398428472588e+48,5.68070147549294e+49,NA,NA,NA,0.0541779913214137,NA,8.13889547564061e+47,8.140400571366e+34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
